timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1600074184800,3,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-273,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074184803,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-106,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181701,3110,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-271,text,false,,3810,123,1000,1000,https://www.firstbench.app/,784,0,404
1600074181701,784,Landing page-0,301,Moved Permanently,JMeter Users 1-271,text,true,,428,123,1000,1000,http://www.firstbench.app/,784,0,404
1600074182486,2325,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-271,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2325
1600074184811,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-271,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074184812,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-77,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181589,3229,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-148,text,false,,3810,123,1000,1000,https://www.firstbench.app/,967,0,579
1600074181589,967,Landing page-0,301,Moved Permanently,JMeter Users 1-148,text,true,,428,123,1000,1000,http://www.firstbench.app/,967,0,579
1600074182557,2261,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-148,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2261
1600074181559,3260,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-26,text,false,,3810,123,1000,1000,https://www.firstbench.app/,839,0,508
1600074181559,839,Landing page-0,301,Moved Permanently,JMeter Users 1-26,text,true,,428,123,1000,1000,http://www.firstbench.app/,839,0,508
1600074182398,2421,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-26,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2421
1600074184819,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-148,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074184819,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-26,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181604,3216,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-174,text,false,,3810,123,1000,1000,https://www.firstbench.app/,796,0,452
1600074181604,796,Landing page-0,301,Moved Permanently,JMeter Users 1-174,text,true,,428,123,1000,1000,http://www.firstbench.app/,796,0,452
1600074182400,2420,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-174,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2420
1600074184820,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-174,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181558,3266,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-105,text,false,,3810,123,1000,1000,https://www.firstbench.app/,830,0,499
1600074181558,830,Landing page-0,301,Moved Permanently,JMeter Users 1-105,text,true,,428,123,1000,1000,http://www.firstbench.app/,830,0,499
1600074182389,2435,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-105,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2435
1600074184824,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-105,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181597,3228,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-157,text,false,,3810,123,1000,1000,https://www.firstbench.app/,730,0,421
1600074181597,730,Landing page-0,301,Moved Permanently,JMeter Users 1-157,text,true,,428,123,1000,1000,http://www.firstbench.app/,730,0,421
1600074182327,2498,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-157,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2498
1600074184825,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-157,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181559,3272,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-46,text,false,,3810,123,1000,1000,https://www.firstbench.app/,909,0,534
1600074181559,909,Landing page-0,301,Moved Permanently,JMeter Users 1-46,text,true,,428,123,1000,1000,http://www.firstbench.app/,909,0,534
1600074182468,2363,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-46,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2363
1600074184832,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-46,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181703,3129,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-265,text,false,,3810,123,1000,1000,https://www.firstbench.app/,780,0,402
1600074181703,780,Landing page-0,301,Moved Permanently,JMeter Users 1-265,text,true,,428,123,1000,1000,http://www.firstbench.app/,780,0,402
1600074182484,2348,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-265,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2348
1600074184833,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-265,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181559,3276,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-67,text,false,,3810,123,1000,1000,https://www.firstbench.app/,916,0,537
1600074181559,916,Landing page-0,301,Moved Permanently,JMeter Users 1-67,text,true,,428,123,1000,1000,http://www.firstbench.app/,916,0,537
1600074182475,2360,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-67,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2359
1600074184835,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-67,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181562,3277,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-55,text,false,,3810,123,1000,1000,https://www.firstbench.app/,938,0,562
1600074181562,938,Landing page-0,301,Moved Permanently,JMeter Users 1-55,text,true,,428,123,1000,1000,http://www.firstbench.app/,938,0,562
1600074182500,2339,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-55,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2339
1600074184839,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-55,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181596,3244,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-154,text,false,,3810,123,1000,1000,https://www.firstbench.app/,766,0,442
1600074181596,766,Landing page-0,301,Moved Permanently,JMeter Users 1-154,text,true,,428,123,1000,1000,http://www.firstbench.app/,766,0,442
1600074182362,2478,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-154,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2478
1600074184841,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-154,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181700,3141,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-274,text,false,,3810,123,1000,1000,https://www.firstbench.app/,793,0,386
1600074181700,793,Landing page-0,301,Moved Permanently,JMeter Users 1-274,text,true,,428,123,1000,1000,http://www.firstbench.app/,793,0,386
1600074182495,2346,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-274,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2346
1600074184842,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-274,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181598,3257,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-162,text,false,,3810,123,1000,1000,https://www.firstbench.app/,767,0,444
1600074181598,767,Landing page-0,301,Moved Permanently,JMeter Users 1-162,text,true,,428,123,1000,1000,http://www.firstbench.app/,767,0,444
1600074182366,2489,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-162,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2489
1600074184856,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-162,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181558,3311,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-114,text,false,,3810,123,1000,1000,https://www.firstbench.app/,937,0,524
1600074181558,937,Landing page-0,301,Moved Permanently,JMeter Users 1-114,text,true,,428,123,1000,1000,http://www.firstbench.app/,937,0,524
1600074182496,2373,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-114,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2373
1600074184870,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-114,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181560,3313,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-61,text,false,,3810,123,1000,1000,https://www.firstbench.app/,940,0,558
1600074181560,940,Landing page-0,301,Moved Permanently,JMeter Users 1-61,text,true,,428,123,1000,1000,http://www.firstbench.app/,940,0,558
1600074182500,2373,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-61,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2373
1600074184874,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-61,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181642,3246,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-223,text,false,,3810,123,1000,1000,https://www.firstbench.app/,850,0,438
1600074181642,850,Landing page-0,301,Moved Permanently,JMeter Users 1-223,text,true,,428,123,1000,1000,http://www.firstbench.app/,850,0,438
1600074182493,2395,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-223,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2395
1600074184888,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-223,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181709,3184,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-276,text,false,,3810,123,1000,1000,https://www.firstbench.app/,783,0,375
1600074181709,783,Landing page-0,301,Moved Permanently,JMeter Users 1-276,text,true,,428,123,1000,1000,http://www.firstbench.app/,783,0,375
1600074182493,2400,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-276,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2400
1600074184894,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-276,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181652,3246,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-238,text,false,,3810,123,1000,1000,https://www.firstbench.app/,847,0,459
1600074181652,847,Landing page-0,301,Moved Permanently,JMeter Users 1-238,text,true,,428,123,1000,1000,http://www.firstbench.app/,847,0,459
1600074182500,2398,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-238,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2398
1600074184899,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-238,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181629,3279,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-210,text,false,,3810,123,1000,1000,https://www.firstbench.app/,734,0,412
1600074181629,734,Landing page-0,301,Moved Permanently,JMeter Users 1-210,text,true,,428,123,1000,1000,http://www.firstbench.app/,734,0,412
1600074182363,2545,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-210,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2545
1600074184909,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-210,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181561,3350,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-35,text,false,,3810,123,1000,1000,https://www.firstbench.app/,995,0,609
1600074181561,995,Landing page-0,301,Moved Permanently,JMeter Users 1-35,text,true,,428,123,1000,1000,http://www.firstbench.app/,995,0,609
1600074182556,2355,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-35,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2355
1600074184911,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-35,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181583,3329,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-138,text,false,,3810,123,1000,1000,https://www.firstbench.app/,974,0,587
1600074181583,974,Landing page-0,301,Moved Permanently,JMeter Users 1-138,text,true,,428,123,1000,1000,http://www.firstbench.app/,974,0,587
1600074182558,2354,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-138,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2354
1600074181583,3332,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-137,text,false,,3810,123,1000,1000,https://www.firstbench.app/,978,0,587
1600074181583,978,Landing page-0,301,Moved Permanently,JMeter Users 1-137,text,true,,428,123,1000,1000,http://www.firstbench.app/,978,0,587
1600074182561,2354,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-137,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2354
1600074184916,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-137,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181807,3110,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-301,text,false,,3810,123,1000,1000,https://www.firstbench.app/,773,0,377
1600074181807,773,Landing page-0,301,Moved Permanently,JMeter Users 1-301,text,true,,428,123,1000,1000,http://www.firstbench.app/,773,0,377
1600074182581,2336,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-301,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2336
1600074184917,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-301,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181786,3135,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-345,text,false,,3810,123,1000,1000,https://www.firstbench.app/,775,0,390
1600074181786,775,Landing page-0,301,Moved Permanently,JMeter Users 1-345,text,true,,428,123,1000,1000,http://www.firstbench.app/,775,0,390
1600074182561,2360,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-345,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2360
1600074184921,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-345,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181586,3340,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-141,text,false,,3810,123,1000,1000,https://www.firstbench.app/,972,0,583
1600074181586,972,Landing page-0,301,Moved Permanently,JMeter Users 1-141,text,true,,428,123,1000,1000,http://www.firstbench.app/,972,0,583
1600074182559,2367,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-141,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2367
1600074184926,1,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-141,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181896,3526,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-463,text,false,,4295,123,1000,1000,https://www.firstbench.app/,853,0,410
1600074181896,853,Landing page-0,301,Moved Permanently,JMeter Users 1-463,text,true,,428,123,1000,1000,http://www.firstbench.app/,853,0,410
1600074182749,2673,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-463,text,false,,3867,0,1000,1000,https://www.firstbench.app/,0,0,2673
1600074185423,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-463,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181816,3639,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-310,text,false,,4295,123,1000,1000,https://www.firstbench.app/,950,0,378
1600074181816,950,Landing page-0,301,Moved Permanently,JMeter Users 1-310,text,true,,428,123,1000,1000,http://www.firstbench.app/,950,0,378
1600074182766,2689,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-310,text,false,,3867,0,1000,1000,https://www.firstbench.app/,0,0,2689
1600074185456,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-310,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181906,3718,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-487,text,false,,3810,123,1000,1000,https://www.firstbench.app/,863,0,414
1600074181906,863,Landing page-0,301,Moved Permanently,JMeter Users 1-487,text,true,,428,123,1000,1000,http://www.firstbench.app/,863,0,414
1600074182769,2855,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-487,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,2855
1600074185625,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-487,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181560,4067,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-87,text,false,,3810,123,1000,1000,https://www.firstbench.app/,996,0,608
1600074181560,996,Landing page-0,301,Moved Permanently,JMeter Users 1-87,text,true,,428,123,1000,1000,http://www.firstbench.app/,996,0,608
1600074182557,3070,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-87,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,3070
1600074185628,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-87,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181559,4707,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-5,text,false,,3810,123,1000,1000,https://www.firstbench.app/,813,0,489
1600074181559,813,Landing page-0,301,Moved Permanently,JMeter Users 1-5,text,true,,428,123,1000,1000,http://www.firstbench.app/,813,0,489
1600074182371,3895,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-5,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,3895
1600074186266,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-5,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181966,4331,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-546,text,false,,3810,123,1000,1000,https://www.firstbench.app/,859,0,418
1600074181966,859,Landing page-0,301,Moved Permanently,JMeter Users 1-546,text,true,,428,123,1000,1000,http://www.firstbench.app/,859,0,418
1600074182826,3471,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-546,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,3471
1600074186298,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-546,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181815,4490,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-313,text,false,,3810,123,1000,1000,https://www.firstbench.app/,948,0,378
1600074181815,948,Landing page-0,301,Moved Permanently,JMeter Users 1-313,text,true,,428,123,1000,1000,http://www.firstbench.app/,948,0,378
1600074182763,3542,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-313,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,3542
1600074186306,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-313,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181880,4426,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-366,text,false,,3810,123,1000,1000,https://www.firstbench.app/,974,0,389
1600074181880,974,Landing page-0,301,Moved Permanently,JMeter Users 1-366,text,true,,428,123,1000,1000,http://www.firstbench.app/,974,0,389
1600074182855,3451,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-366,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,3451
1600074186307,0,Course Selection,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.firstbench.app:80 failed to respond,JMeter Users 1-366,text,false,,2087,0,1000,1000,http://www.firstbench.app/#courses-section,0,0,0
1600074181866,4444,Landing page,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-403,text,false,,3810,123,1000,1000,https://www.firstbench.app/,953,0,375
1600074181866,953,Landing page-0,301,Moved Permanently,JMeter Users 1-403,text,true,,428,123,1000,1000,http://www.firstbench.app/,953,0,375
1600074182819,3491,Landing page-1,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,JMeter Users 1-403,text,false,,3382,0,1000,1000,https://www.firstbench.app/,0,0,3491
